day,open,high,low,close,volume
2022-02-25,1.4151,1.4151,1.4151,1.4151,300
2022-02-25,1.36,1.4145,1.36,1.37,1272
2022-02-25,1.5,1.5,1.5,1.5,190
2022-02-24,1.34,1.34,1.34,1.34,274
2022-02-24,1.34,1.34,1.29,1.34,940
2022-02-24,1.24,1.29,1.24,1.2899,5703
2022-02-24,1.25,1.25,1.25,1.25,998
2022-02-24,1.29,1.29,1.29,1.29,200
2022-02-24,1.2427,1.2427,1.2427,1.2427,598
2022-02-24,1.26,1.26,1.26,1.26,210
2022-02-24,1.22,1.23,1.205,1.23,524
2022-02-24,1.24,1.24,1.19,1.19,2153
2022-02-24,1.2,1.2,1.2,1.2,506
2022-02-24,1.24,1.24,1.24,1.24,100
2022-02-24,1.2756,1.2756,1.22,1.22,900
2022-02-24,1.2075,1.2201,1.2075,1.2201,656
2022-02-24,1.24,1.25,1.22,1.22,5581
2022-02-24,1.24,1.24,1.24,1.24,930
2022-02-24,1.25,1.25,1.25,1.25,2448
2022-02-24,1.24,1.25,1.24,1.24,400
2022-02-24,1.22,1.235,1.22,1.235,427
2022-02-24,1.2,1.2378,1.18,1.2378,7414
2022-02-23,1.21,1.21,1.2,1.2,500
2022-02-23,1.22,1.22,1.2,1.2,501
2022-02-23,1.26,1.26,1.24,1.24,1371
2022-02-23,1.27,1.28,1.27,1.2799,537
2022-02-23,1.284,1.284,1.284,1.284,201
2022-02-23,1.3,1.301,1.28,1.2832,2386
2022-02-23,1.315,1.315,1.3,1.3,200
2022-02-23,1.3001,1.3001,1.3001,1.3001,200
2022-02-23,1.3044,1.3044,1.3044,1.3044,141
2022-02-23,1.3216,1.3216,1.3216,1.3216,206
2022-02-23,1.345,1.345,1.3,1.3,2374
2022-02-23,1.335,1.335,1.335,1.335,200
2022-02-23,1.27,1.33,1.27,1.33,2052
2022-02-22,1.41,1.41,1.24,1.25,21777
2022-02-22,1.4,1.4,1.4,1.4,589
2022-02-22,1.42,1.42,1.42,1.42,300
2022-02-22,1.41,1.42,1.41,1.42,700
2022-02-22,1.41,1.41,1.41,1.41,1316
2022-02-22,1.4007,1.4007,1.4,1.4,1315
2022-02-22,1.42,1.42,1.4,1.41,2681
2022-02-22,1.33,1.45,1.33,1.43,8589
2022-02-22,1.34,1.34,1.33,1.34,876
2022-02-22,1.31,1.3798,1.21,1.3455,7648
2022-02-22,1.37,1.37,1.37,1.37,130
2022-02-22,1.33,1.4,1.33,1.37,5042
2022-02-22,1.36,1.3698,1.33,1.33,1361
2022-02-22,1.4,1.4001,1.4,1.4001,483
2022-02-22,1.4001,1.45,1.4,1.45,1206
2022-02-22,1.4001,1.4001,1.4001,1.4001,205
2022-02-22,1.408,1.408,1.4,1.4,1250
2022-02-22,1.47,1.47,1.47,1.47,631
2022-02-18,1.49,1.49,1.49,1.49,100
2022-02-18,1.54,1.54,1.54,1.54,111
2022-02-18,1.3603,1.39,1.3603,1.39,2014
2022-02-18,1.37,1.38,1.37,1.38,451
2022-02-18,1.4,1.4,1.38,1.38,1128
2022-02-18,1.3627,1.4,1.3627,1.4,853
2022-02-18,1.39,1.4,1.39,1.4,266
2022-02-18,1.3999,1.4,1.3999,1.3999,2329
2022-02-18,1.38,1.38,1.38,1.38,500
2022-02-18,1.38,1.39,1.375,1.39,934
2022-02-18,1.36,1.36,1.36,1.36,2149
2022-02-18,1.39,1.4,1.39,1.4,2385
2022-02-18,1.387,1.39,1.387,1.3898,3000
2022-02-18,1.36,1.39,1.36,1.39,1099
2022-02-18,1.39,1.39,1.38,1.38,1650
2022-02-18,1.38,1.3966,1.36,1.3966,3028
2022-02-18,1.36,1.38,1.36,1.38,2854
2022-02-18,1.4,1.4,1.38,1.4,802
2022-02-18,1.41,1.41,1.4,1.4,706
2022-02-18,1.45,1.45,1.42,1.42,380
2022-02-18,1.4539,1.4539,1.43,1.43,220
2022-02-18,1.47,1.4701,1.43,1.43,15250
2022-02-18,1.49,1.49,1.49,1.49,1508
2022-02-18,1.52,1.52,1.49,1.49,2150
2022-02-18,1.57,1.57,1.521,1.521,5498
2022-02-17,1.57,1.57,1.57,1.57,150
2022-02-17,1.55,1.55,1.55,1.55,400
2022-02-17,1.5558,1.5558,1.55,1.55,649
2022-02-17,1.555,1.555,1.555,1.555,300
2022-02-17,1.52,1.52,1.52,1.52,1000
2022-02-17,1.4801,1.4801,1.48,1.48,1735
2022-02-17,1.47,1.48,1.47,1.48,1186
2022-02-17,1.5,1.505,1.49,1.49,1427
2022-02-17,1.525,1.525,1.525,1.525,100
2022-02-17,1.5,1.54,1.5,1.5,2430
2022-02-17,1.5036,1.57,1.5036,1.56,3322
2022-02-17,1.55,1.55,1.48,1.48,2521
2022-02-16,1.55,1.55,1.55,1.55,246
2022-02-16,1.53,1.53,1.52,1.52,12226
2022-02-16,1.5224,1.5224,1.5224,1.5224,1000
2022-02-16,1.56,1.57,1.545,1.545,812
2022-02-16,1.54,1.55,1.54,1.55,688
2022-02-16,1.54,1.54,1.54,1.54,758
2022-02-16,1.5751,1.5751,1.5751,1.5751,200
2022-02-16,1.5,1.5,1.5,1.5,300
2022-02-16,1.55,1.55,1.55,1.55,1628
2022-02-16,1.56,1.56,1.55,1.55,200
2022-02-16,1.56,1.56,1.56,1.56,204
2022-02-16,1.5551,1.5551,1.5551,1.5551,100
2022-02-16,1.57,1.57,1.57,1.57,100
2022-02-16,1.5,1.5,1.5,1.5,157
2022-02-15,1.53,1.59,1.53,1.59,2272
2022-02-15,1.57,1.57,1.53,1.53,1229
2022-02-15,1.57,1.57,1.57,1.57,700
2022-02-15,1.58,1.58,1.58,1.58,3220
2022-02-15,1.57,1.58,1.57,1.57,1125
2022-02-15,1.56,1.56,1.56,1.56,636
2022-02-15,1.56,1.56,1.56,1.56,100
2022-02-15,1.5699,1.5699,1.54,1.56,2971
2022-02-15,1.58,1.58,1.58,1.58,100
2022-02-15,1.56,1.6,1.51,1.59,8138
2022-02-15,1.5999,1.5999,1.5501,1.5501,5368
2022-02-15,1.5499,1.62,1.53,1.5515,32116
2022-02-15,1.58,1.58,1.5,1.5,852
2022-02-15,1.55,1.55,1.55,1.55,320
2022-02-15,1.54,1.55,1.53,1.53,3515
2022-02-15,1.55,1.552,1.55,1.552,550
2022-02-14,1.54,1.55,1.54,1.54,1091
2022-02-14,1.53,1.55,1.507,1.5204,3513
2022-02-14,1.54,1.55,1.53,1.53,3597
2022-02-14,1.5464,1.5464,1.5464,1.5464,100
2022-02-14,1.55,1.55,1.55,1.55,1105
2022-02-14,1.53,1.53,1.53,1.53,210
2022-02-14,1.55,1.56,1.55,1.55,3583
2022-02-14,1.56,1.56,1.56,1.56,1000
2022-02-14,1.57,1.57,1.57,1.57,973
2022-02-14,1.55,1.55,1.55,1.55,369
2022-02-14,1.56,1.5627,1.55,1.55,3956
2022-02-14,1.57,1.6599,1.5699,1.61,5891
2022-02-14,1.558,1.558,1.558,1.558,264
2022-02-14,1.5507,1.57,1.5507,1.57,1003
2022-02-14,1.59,1.59,1.59,1.59,175
