day,open,high,low,close,volume
2022-03-09,162.5,162.55,162.35,162.45,21294
2022-03-09,162.5,162.59,162.42,162.49,33434
2022-03-09,162.71,162.71,162.5,162.5001,34716
2022-03-09,162.94,162.96,162.56,162.66,220631
2022-03-09,163.0,163.11,162.75,162.94,770281
2022-03-09,162.89,163.05,162.89,162.96,48754
2022-03-09,162.91,163.2,162.73,162.84,2336536
2022-03-09,163.24,163.385,162.28,162.98,7344682
2022-03-09,163.195,163.41,162.93,163.245,3282677
2022-03-09,163.15,163.29,162.945,163.195,2589205
2022-03-09,162.58,163.21,162.54,163.14,2698185
2022-03-09,162.91,163.0,162.48,162.56,3533893
2022-03-09,162.3444,162.99,162.315,162.903,2932515
2022-03-09,162.15,162.375,161.79,162.34,1590072
2022-03-09,161.981,162.415,161.8992,162.14,2090487
2022-03-09,161.74,162.16,161.56,161.98,1702456
2022-03-09,162.2844,162.3,161.71,161.73,1589988
2022-03-09,162.47,162.54,162.08,162.2799,1487148
2022-03-09,162.67,162.6801,161.88,162.4699,2241216
2022-03-09,162.44,162.69,162.3,162.655,1578345
2022-03-09,162.015,162.6,162.01,162.45,2109663
2022-03-09,162.061,162.23,161.57,162.01,2016196
2022-03-09,162.01,162.1902,161.81,162.06,1839869
2022-03-09,161.5,162.0499,161.455,162.005,1801919
2022-03-09,161.12,161.75,161.08,161.49,2228774
2022-03-09,161.23,161.74,161.0238,161.11,2649523
2022-03-09,162.0499,162.16,161.14,161.23,3086175
2022-03-09,161.64,162.26,161.6,162.0599,3390391
2022-03-09,161.34,161.9,161.03,161.635,2616083
2022-03-09,161.39,161.61,160.78,161.33,3978609
2022-03-09,160.41,161.39,160.151,161.39,3984809
2022-03-09,160.2,160.57,159.41,160.4073,4841889
2022-03-09,161.475,161.64,159.49,160.21,7955035
2022-03-09,161.3,161.99,161.08,161.52,175158
2022-03-09,160.97,161.99,160.7,161.23,399387
2022-03-09,160.95,161.24,160.9,160.98,150414
2022-03-09,161.01,161.39,160.92,160.95,169056
2022-03-09,160.85,161.12,160.7,161.0,87505
2022-03-09,157.44,161.12,157.44,160.8,583983
2022-03-09,160.52,160.87,160.45,160.73,52508
2022-03-09,160.5,160.77,160.38,160.49,70072
2022-03-09,160.48,160.72,160.45,160.49,39128
2022-03-09,160.64,160.8,160.2,160.5,70349
2022-03-09,160.73,160.91,160.58,160.72,23583
2022-03-09,160.96,161.21,160.67,160.67,18111
2022-03-09,160.65,161.25,160.65,161.05,11548
2022-03-09,160.99,160.99,160.57,160.57,2585
2022-03-09,161.17,161.17,160.52,160.52,27488
2022-03-09,161.2,161.5,161.2,161.32,9750
2022-03-09,161.25,161.4,161.0,161.37,17285
2022-03-09,160.99,161.34,160.85,161.3,28858
2022-03-09,160.76,161.02,160.65,160.93,19550
2022-03-09,160.15,160.97,160.15,160.78,15943
2022-03-09,159.96,160.32,159.9,160.22,21973
2022-03-09,157.94,160.28,157.94,159.75,22720
2022-03-08,157.64,157.8,157.53,157.68,37052
2022-03-08,157.55,157.58,157.45,157.54,20029
2022-03-08,157.25,157.64,157.25,157.6,28481
2022-03-08,157.1,157.25,157.1,157.2,23222
2022-03-08,157.14,157.14,157.0,157.1,9593
2022-03-08,156.87,157.16,156.85,157.14,29737
2022-03-08,156.72,156.8,156.6,156.8,15105
2022-03-08,156.55,156.84,156.46,156.7,26123
2022-03-08,156.6,156.63,156.5,156.55,24290
2022-03-08,156.56,156.67,156.53,156.53,24521
2022-03-08,156.6482,156.69,156.5,156.57,22396
2022-03-08,156.65,157.44,156.5401,156.6,50635
2022-03-08,156.53,156.71,156.44,156.66,783259
2022-03-08,156.75,157.44,156.51,156.52,146125
2022-03-08,157.0201,157.44,156.53,156.7301,762951
2022-03-08,157.42,158.79,156.7,157.09,3133684
2022-03-08,157.66,158.42,157.1066,157.28,7367919
2022-03-08,158.46,158.51,157.49,157.65,4364997
2022-03-08,159.71,159.95,158.36,158.45,3068044
2022-03-08,159.44,160.5,159.25,159.71,3184919
2022-03-08,159.55,160.01,159.09,159.44,3093667
2022-03-08,159.13,159.655,158.55,159.575,3073388
2022-03-08,158.5225,159.29,158.0,159.1515,3028444
2022-03-08,158.62,159.05,157.83,158.5288,3892960
2022-03-08,160.3,160.5,158.6,158.61,3526534
2022-03-08,160.9991,160.9991,159.78,160.28,3702495
2022-03-08,162.41,162.59,160.83,160.99,4354407
2022-03-08,161.76,162.88,161.76,162.4,4649413
2022-03-08,161.87,162.16,161.14,161.75,3871088
2022-03-08,160.865,161.9,160.13,161.875,4894774
2022-03-08,159.5893,160.91,159.34,160.8759,6085948
2022-03-08,156.905,159.59,156.845,159.59,4403861
2022-03-08,155.99,157.245,155.935,156.91,3046487
2022-03-08,156.54,156.6496,155.8,155.98,4221803
2022-03-08,157.625,157.67,156.49,156.54,3428775
2022-03-08,157.99,158.38,157.13,157.63,3393712
2022-03-08,156.75,158.2,156.5299,157.99,4467380
2022-03-08,156.73,157.01,156.0504,156.745,5117594
2022-03-08,157.8,158.79,156.72,156.735,5129904
2022-03-08,159.24,159.26,157.52,157.82,5415648
2022-03-08,160.1699,160.32,158.67,159.25,5449920
2022-03-08,158.82,160.27,158.41,160.17,9431747
2022-03-08,159.1,159.9,158.62,158.84,354438
2022-03-08,159.07,159.4,158.75,159.09,199272
2022-03-08,159.11,159.7,158.94,159.0,173215
2022-03-08,158.88,159.3,158.66,159.06,136349
2022-03-08,158.4,158.98,158.2801,158.84,204564
2022-03-08,159.8999,160.72,157.81,158.3,590078
2022-03-08,159.6,159.6,159.06,159.25,62853
2022-03-08,160.22,160.38,159.59,159.59,67058
2022-03-08,160.7,160.72,160.14,160.21,53510
2022-03-08,159.71,160.72,159.69,160.69,81492
2022-03-08,159.6,159.85,159.59,159.68,13388
2022-03-08,159.77,159.77,159.52,159.6,7550
2022-03-08,159.57,159.69,159.26,159.66,5734
2022-03-08,159.6,159.75,159.48,159.69,9753
2022-03-08,159.52,159.76,159.45,159.59,7297
2022-03-08,159.7,159.71,159.28,159.4,7872
2022-03-08,159.53,159.8,159.17,159.8,20214
2022-03-08,159.62,159.74,159.42,159.48,12748
2022-03-08,159.59,159.66,159.38,159.61,6151
2022-03-08,159.6,159.68,159.5,159.56,8736
2022-03-08,159.78,160.1,159.65,159.71,16087
2022-03-08,160.18,160.18,159.45,159.82,44129
2022-03-07,158.9,158.92,158.62,158.75,38115
2022-03-07,159.12,159.2,158.8,158.85,32526
2022-03-07,158.5,159.3,158.5,159.13,62978
2022-03-07,158.42,158.58,158.4,158.44,9647
2022-03-07,158.59,158.66,158.35,158.36,12165
2022-03-07,158.7,158.7,158.02,158.55,27154
2022-03-07,158.55,158.72,158.51,158.7,17018
2022-03-07,158.35,158.72,158.35,158.53,30813
2022-03-07,158.44,158.46,158.2703,158.35,28852
2022-03-07,158.4113,158.58,158.37,158.43,28419
2022-03-07,158.55,158.57,158.25,158.45,49444
2022-03-07,158.57,158.64,158.55,158.55,20973
2022-03-07,158.78,158.83,158.54,158.58,51623
2022-03-07,158.88,159.3,158.72,158.7801,134888
2022-03-07,158.79,159.25,158.77,158.82,254415
2022-03-07,159.31,159.52,158.49,158.75,3571174
2022-03-07,160.16,160.16,159.04,159.31,7829981
2022-03-07,160.34,160.38,159.79,160.145,3977036
2022-03-07,159.95,160.4482,159.75,160.36,3858948
2022-03-07,160.41,160.585,159.94,159.9522,2865024
2022-03-07,160.46,160.7,160.19,160.4,2170608
2022-03-07,161.07,161.17,160.42,160.48,2274632
2022-03-07,161.29,161.68,161.05,161.0501,1965204
2022-03-07,161.155,161.47,160.8,161.2862,2103474
2022-03-07,161.7,161.89,161.11,161.15,1651201
2022-03-07,161.04,161.865,161.035,161.695,2183620
2022-03-07,161.5001,161.53,160.9,161.0599,2485676
2022-03-07,161.56,162.19,161.37,161.5,2334288
2022-03-07,161.56,162.23,161.44,161.57,2251069
2022-03-07,161.67,161.85,161.3157,161.54,2239456
2022-03-07,162.2721,162.51,161.41,161.68,2804474
2022-03-07,163.06,163.08,162.14,162.28,2493378
2022-03-07,163.38,164.0,162.99,163.0675,2740890
2022-03-07,163.18,163.48,162.91,163.38,2624626
2022-03-07,163.0,163.5,162.965,163.18,2324041
2022-03-07,162.37,163.29,162.0,163.001,2973259
2022-03-07,161.97,162.5,161.71,162.37,2731500
2022-03-07,161.54,162.31,161.38,161.96,3112965
2022-03-07,162.07,162.51,161.5,161.53,3957980
2022-03-07,162.65,162.94,162.03,162.09,3147571
2022-03-07,163.71,163.95,162.58,162.65,3801839
2022-03-07,163.36,165.02,163.05,163.71,7747036
2022-03-07,163.02,163.67,163.0,163.33,296715
2022-03-07,162.74,163.22,162.67,163.02,198032
2022-03-07,162.55,162.9,162.52,162.7024,63470
2022-03-07,162.2201,162.84,162.22,162.6,123251
2022-03-07,162.14,162.34,162.09,162.14,89160
2022-03-07,162.01,162.763,161.05,162.1099,229791
2022-03-07,162.06,162.19,161.86,161.86,50317
2022-03-07,162.15,162.3,161.92,162.04,34273
2022-03-07,161.85,162.24,161.8,162.21,43660
2022-03-07,160.85,162.0,160.67,161.85,102680
2022-03-07,160.33,160.8,160.33,160.74,8602
2022-03-07,160.25,160.46,160.25,160.45,10943
2022-03-07,159.69,160.4,159.69,160.25,12149
2022-03-07,160.0,160.0,159.6,160.0,13189
2022-03-07,160.1,160.35,160.0,160.0,7269
2022-03-07,160.29,160.29,160.0,160.05,11911
2022-03-07,160.45,160.45,160.16,160.35,7961
2022-03-07,160.09,160.24,159.88,160.24,22524
2022-03-07,160.19,160.19,159.71,160.09,19824
2022-03-07,160.64,160.64,160.0,160.11,35982
2022-03-07,160.7,160.75,160.37,160.65,37545
2022-03-07,161.78,161.78,160.13,160.72,46426
2022-03-04,163.0,163.04,162.91,162.97,9643
2022-03-04,163.05,163.05,163.0,163.0,8111
2022-03-04,163.03,163.05,162.96,163.05,24750
2022-03-04,163.05,163.05,163.0,163.05,6086
2022-03-04,163.03,163.05,163.0,163.05,7238
2022-03-04,163.08,163.16,163.0,163.0,17884
2022-03-04,163.07,163.08,163.01,163.06,5356
2022-03-04,163.05,163.08,163.05,163.08,839
2022-03-04,163.18,163.18,163.01,163.05,1208
2022-03-04,163.2,163.2,163.11,163.13,8183
2022-03-04,163.2001,163.2399,163.1,163.2,15045
2022-03-04,162.99,163.22,162.92,163.17,15533
2022-03-04,163.1,163.17,162.87,163.0622,65507
2022-03-04,163.15,163.3,163.1001,163.1001,415259
2022-03-04,163.02,163.17,163.01,163.17,47942
2022-03-04,163.17,164.07,163.01,163.0453,1255343
2022-03-04,162.68,163.53,162.27,163.22,5682391
2022-03-04,162.705,162.81,162.13,162.68,3186466
2022-03-04,162.78,163.28,162.39,162.7,3339063
2022-03-04,162.611,163.3,162.585,162.7799,2328376
2022-03-04,163.17,163.25,162.52,162.62,1883458
2022-03-04,163.32,163.6653,163.04,163.165,1646591
2022-03-04,162.97,163.73,162.83,163.33,2168198
2022-03-04,163.12,163.28,162.79,162.965,2094888
2022-03-04,163.57,163.8384,163.032,163.12,1567234
2022-03-04,163.455,164.36,163.45,163.57,1771245
2022-03-04,164.18,164.28,163.46,163.475,1897585
2022-03-04,163.7,164.465,163.69,164.17,2480258
2022-03-04,163.26,163.95,163.1225,163.6948,2215234
2022-03-04,163.7099,163.9,163.235,163.2634,2066373
2022-03-04,163.54,163.81,163.1134,163.7,2774527
2022-03-04,162.76,163.62,162.49,163.5453,2974528
2022-03-04,162.82,163.16,162.64,162.76,2262322
2022-03-04,162.55,163.0,162.26,162.8201,2260366
2022-03-04,162.405,162.79,162.1,162.5445,2827320
2022-03-04,162.59,162.79,162.14,162.4,2436797
2022-03-04,162.78,162.8,162.22,162.5801,2900699
2022-03-04,163.32,163.525,162.6152,162.78,3347652
2022-03-04,163.7499,163.78,162.95,163.31,4073797
2022-03-04,165.04,165.3101,163.71,163.7468,3902407
2022-03-04,164.88,165.175,164.08,165.0399,3589773
2022-03-04,164.49,165.55,164.17,164.85,5491050
2022-03-04,164.43,164.65,163.88,164.49,346558
2022-03-04,164.9,164.94,164.45,164.45,231439
2022-03-04,165.11,165.22,164.8,164.89,148274
2022-03-04,164.8,165.68,164.8,165.04,332710
2022-03-04,164.7,164.86,164.47,164.8,132281
2022-03-04,164.5001,165.9,164.12,164.67,407149
2022-03-04,164.58,164.88,164.56,164.72,63320
2022-03-04,164.21,164.58,164.18,164.57,39687
2022-03-04,164.35,164.52,164.09,164.12,35222
2022-03-04,164.61,164.74,164.08,164.32,40808
2022-03-04,164.6,164.8,164.6,164.8,1585
2022-03-04,164.64,164.77,164.57,164.6,6154
2022-03-04,164.52,164.66,164.31,164.5,9461
2022-03-04,164.56,164.94,164.56,164.66,6382
2022-03-04,164.75,164.75,164.71,164.71,2467
2022-03-04,164.8,164.83,164.71,164.74,2415
2022-03-04,164.5,165.0,164.46,165.0,9066
2022-03-04,164.3,164.6,164.3,164.5,2609
2022-03-04,164.59,164.61,164.37,164.4,5570
2022-03-04,164.78,164.78,164.39,164.39,9003
2022-03-04,164.89,165.0,164.52,164.52,4918
2022-03-04,163.72,165.24,163.72,164.89,28750
2022-03-03,163.55,163.85,162.09,162.95,122555
2022-03-03,165.52,165.54,163.39,163.55,103542
2022-03-03,165.75,165.7699,165.5,165.5,43024
2022-03-03,166.39,166.42,165.68,165.71,29176
2022-03-03,166.23,166.39,166.21,166.35,12852
2022-03-03,166.07,166.27,166.07,166.2,19840
2022-03-03,166.1,166.19,166.09,166.18,7642
2022-03-03,166.1001,166.15,165.95,166.11,21038
2022-03-03,166.06,166.12,166.06,166.08,20979
2022-03-03,166.17,166.22,166.06,166.06,18002
2022-03-03,166.1,166.22,166.05,166.17,38135
